id,date,bedrooms,sqft_lot,cat_imovel
4232901525,20140627T000000,2.0,3200,Alto Padrao
1777500060,20140708T000000,5.0,9375,Baixo Padrao
1432900240,20150508T000000,3.0,8579,Baixo Padrao
6140100875,20150415T000000,3.0,8097,Baixo Padrao
6071600370,20150227T000000,4.0,8517,Baixo Padrao
1526069017,20141203T000000,4.0,315374,Alto Padrao
809001525,20140625T000000,4.0,4000,Alto Padrao
3224079105,20140806T000000,2.0,60984,Baixo Padrao
8075400570,20141030T000000,5.0,12500,Baixo Padrao
1994200024,20141104T000000,3.0,3455,Baixo Padrao
3362900810,20140820T000000,3.0,3090,Baixo Padrao
1324300398,20150409T000000,3.0,5000,Alto Padrao
537000445,20150331T000000,3.0,8200,Baixo Padrao
7855801670,20150401T000000,4.0,19850,Alto Padrao
7920100045,20140516T000000,1.0,5100,Baixo Padrao
8960000030,20140728T000000,3.0,7669,Baixo Padrao
6388930390,20141120T000000,5.0,25245,Alto Padrao
8731900200,20140807T000000,4.0,7500,Baixo Padrao
8029200135,20141113T000000,3.0,7198,Baixo Padrao
1081200350,20141003T000000,4.0,11180,Baixo Padrao
84000105,20140507T000000,5.0,8632,Baixo Padrao
3756500060,20150309T000000,3.0,9660,Baixo Padrao
7215720160,20150304T000000,3.0,16603,Alto Padrao
3574800520,20140620T000000,3.0,7280,Baixo Padrao
2617300160,20140812T000000,3.0,38332,Baixo Padrao
2558660270,20141208T000000,3.0,7000,Baixo Padrao
2009000370,20150219T000000,2.0,7250,Baixo Padrao
1836980160,20150324T000000,4.0,4499,Alto Padrao
3261020370,20140605T000000,3.0,9750,Alto Padrao
1755700060,20140611T000000,3.0,8336,Baixo Padrao
4330600435,20150316T000000,3.0,21000,Baixo Padrao
9542800700,20150102T000000,3.0,7140,Baixo Padrao
1999700045,20140502T000000,3.0,7912,Baixo Padrao
1762600070,20150116T000000,4.0,35003,Alto Padrao
1687900520,20140929T000000,4.0,8190,Alto Padrao
7234600798,20150210T000000,3.0,1100,Baixo Padrao
3881900445,20140709T000000,5.0,5400,Baixo Padrao
2254502445,20140530T000000,3.0,4800,Baixo Padrao
5437810320,20141117T000000,3.0,7560,Baixo Padrao
9158100075,20150107T000000,2.0,8220,Baixo Padrao
3830630310,20140725T000000,3.0,5797,Baixo Padrao
8123100045,20150414T000000,4.0,5125,Baixo Padrao
3127200041,20140613T000000,4.0,9600,Alto Padrao
6661200320,20140723T000000,2.0,3419,Baixo Padrao
11510310,20140905T000000,4.0,13412,Alto Padrao
825059270,20141121T000000,5.0,12850,Alto Padrao
8731951370,20150415T000000,4.0,10000,Baixo Padrao
1954440060,20140505T000000,3.0,8744,Alto Padrao
2264500350,20150418T000000,4.0,2400,Alto Padrao
1115810060,20141205T000000,3.0,10026,Alto Padrao
9477200200,20140818T000000,3.0,9480,Baixo Padrao
1432600560,20141105T000000,3.0,8820,Baixo Padrao
2287000060,20140912T000000,3.0,9897,Alto Padrao
3663500060,20140625T000000,3.0,7508,Baixo Padrao
3996900125,20141201T000000,3.0,10228,Baixo Padrao
7796450200,20140515T000000,3.0,5025,Baixo Padrao
7549802535,20141111T000000,4.0,6480,Baixo Padrao
3278600320,20140723T000000,3.0,4084,Baixo Padrao
2824079053,20150113T000000,3.0,66211,Baixo Padrao
1222069094,20141014T000000,3.0,155073,Baixo Padrao
3542300060,20150311T000000,3.0,11725,Baixo Padrao
2222059065,20141112T000000,3.0,14952,Baixo Padrao
7551300060,20140716T000000,3.0,5000,Baixo Padrao
100600550,20140804T000000,3.0,7370,Baixo Padrao
3211100860,20150303T000000,3.0,8450,Baixo Padrao
3456000310,20140804T000000,4.0,11010,Alto Padrao
9526600140,20140919T000000,3.0,4587,Alto Padrao
7465900060,20150205T000000,3.0,5864,Baixo Padrao
1222000055,20141123T000000,2.0,9600,Baixo Padrao
6300000550,20140717T000000,6.0,3404,Baixo Padrao
2310030510,20150422T000000,4.0,7579,Baixo Padrao
1025049114,20140717T000000,3.0,1566,Alto Padrao
8677300550,20140515T000000,4.0,12032,Alto Padrao
4014400292,20150114T000000,3.0,17936,Baixo Padrao
1102000196,20140527T000000,4.0,6270,Baixo Padrao
257000138,20150115T000000,2.0,16400,Baixo Padrao
46100204,20150221T000000,5.0,33474,Alto Padrao
1909600046,20140703T000000,3.0,5692,Baixo Padrao
1250202145,20140828T000000,2.0,14864,Alto Padrao
7611200125,20141023T000000,2.0,10800,Baixo Padrao
5611500140,20140822T000000,4.0,6440,Alto Padrao
7138000260,20140605T000000,3.0,9750,Baixo Padrao
626059335,20140904T000000,4.0,19436,Baixo Padrao
1922059282,20140918T000000,3.0,16020,Baixo Padrao
705700390,20140903T000000,3.0,8379,Baixo Padrao
7454001200,20140604T000000,3.0,7500,Baixo Padrao
8682281200,20150309T000000,2.0,6516,Baixo Padrao
7972000200,20140529T000000,4.0,9753,Baixo Padrao
722059070,20150115T000000,3.0,15246,Baixo Padrao
7202340400,20150303T000000,3.0,4729,Baixo Padrao
8096000060,20150413T000000,2.0,15798,Alto Padrao
2424000060,20140616T000000,4.0,15347,Baixo Padrao
9264902050,20141121T000000,6.0,7350,Baixo Padrao
943100260,20141120T000000,2.0,10200,Baixo Padrao
3677400445,20140902T000000,3.0,5280,Baixo Padrao
1762600320,20140610T000000,5.0,28040,Alto Padrao
4058000060,20150409T000000,3.0,94300,Baixo Padrao
7228500560,20150320T000000,4.0,4740,Baixo Padrao
326069104,20140701T000000,3.0,221284,Alto Padrao
5152100060,20140529T000000,6.0,14034,Baixo Padrao
3584000310,20141208T000000,3.0,8505,Baixo Padrao
8150100045,20141001T000000,2.0,6000,Baixo Padrao
1868901275,20150127T000000,2.0,5000,Baixo Padrao
6131600075,20150427T000000,3.0,8316,Baixo Padrao
9468200125,20140826T000000,2.0,3060,Baixo Padrao
8029510030,20150212T000000,3.0,11872,Baixo Padrao
2025069065,20140929T000000,4.0,8354,Alto Padrao
7899800890,20150226T000000,2.0,5120,Baixo Padrao
3021059276,20150314T000000,4.0,7312,Baixo Padrao
3797001895,20150422T000000,3.0,3000,Baixo Padrao
3832710960,20140923T000000,3.0,7209,Baixo Padrao
1310430400,20140513T000000,4.0,7685,Baixo Padrao
1422300030,20150401T000000,3.0,36224,Baixo Padrao
1105000588,20150421T000000,3.0,3538,Baixo Padrao
3830630060,20140929T000000,3.0,7442,Baixo Padrao
5101404898,20140519T000000,2.0,9191,Alto Padrao
7972601890,20141020T000000,4.0,7620,Baixo Padrao
5127001620,20150211T000000,3.0,11455,Baixo Padrao
9407100800,20141124T000000,3.0,10170,Baixo Padrao
1873100060,20140829T000000,4.0,4425,Alto Padrao
8722101360,20141202T000000,3.0,4400,Alto Padrao
8644000060,20141024T000000,3.0,8470,Baixo Padrao
3325069129,20141216T000000,3.0,40510,Baixo Padrao
1400300055,20150428T000000,2.0,5040,Baixo Padrao
2123039032,20141027T000000,1.0,10079,Baixo Padrao
8078560140,20140519T000000,4.0,7280,Baixo Padrao
3438500192,20140929T000000,3.0,10701,Baixo Padrao
7974200510,20140814T000000,2.0,4500,Baixo Padrao
2557000400,20150409T000000,3.0,9900,Baixo Padrao
7960900060,20150504T000000,4.0,20100,Alto Padrao
4054500390,20141007T000000,4.0,57346,Alto Padrao
6378500125,20150501T000000,2.0,7538,Baixo Padrao
1745100140,20141017T000000,3.0,11390,Baixo Padrao
2976800796,20140925T000000,3.0,5898,Baixo Padrao
4235400186,20141124T000000,3.0,1306,Baixo Padrao
4215100060,20150320T000000,3.0,4510,Baixo Padrao
9189700045,20150127T000000,3.0,16258,Baixo Padrao
1126049053,20141113T000000,4.0,26300,Alto Padrao
2022069200,20150505T000000,4.0,49375,Baixo Padrao
9412900055,20150505T000000,3.0,6000,Baixo Padrao
1722059235,20140703T000000,4.0,11325,Baixo Padrao
6874200960,20150227T000000,2.0,5265,Baixo Padrao
7424700045,20150513T000000,5.0,8480,Alto Padrao
7202360350,20140630T000000,4.0,7048,Alto Padrao
5634500392,20150410T000000,3.0,13959,Baixo Padrao
1509500060,20140905T000000,4.0,8666,Baixo Padrao
7214810350,20141017T000000,5.0,13500,Baixo Padrao
6647200060,20150209T000000,3.0,6720,Baixo Padrao
9552700140,20140702T000000,5.0,10300,Alto Padrao
2200500350,20140812T000000,2.0,14100,Baixo Padrao
6113400046,20140723T000000,4.0,15770,Baixo Padrao
6619910140,20150224T000000,4.0,9025,Alto Padrao
1115450240,20141022T000000,4.0,9528,Baixo Padrao
6073240060,20141002T000000,4.0,11060,Alto Padrao
9297300045,20140709T000000,3.0,4166,Alto Padrao
9510920070,20140710T000000,4.0,22111,Alto Padrao
5468730030,20140822T000000,3.0,8959,Baixo Padrao
8079030390,20150304T000000,3.0,7286,Baixo Padrao
600000152,20140602T000000,3.0,8880,Baixo Padrao
1840000030,20140529T000000,3.0,11914,Baixo Padrao
3225069065,20140624T000000,4.0,18641,Alto Padrao
3260800030,20140811T000000,3.0,7632,Baixo Padrao
2747100024,20140619T000000,3.0,9000,Alto Padrao
5104530560,20150401T000000,3.0,3810,Baixo Padrao
4330600350,20150115T000000,3.0,8750,Baixo Padrao
5016001535,20150217T000000,3.0,3300,Alto Padrao
7280300196,20150403T000000,4.0,7750,Alto Padrao
8651520400,20140612T000000,4.0,7297,Alto Padrao
7171200445,20150228T000000,2.0,5000,Alto Padrao
3204800200,20150108T000000,4.0,10574,Alto Padrao
3416600800,20150209T000000,4.0,4000,Alto Padrao
7994700030,20141023T000000,5.0,78408,Baixo Padrao
1860600135,20140502T000000,5.0,9050,Alto Padrao
4139480200,20140618T000000,4.0,12103,Alto Padrao
4139480200,20141209T000000,4.0,12103,Alto Padrao
1328320800,20141105T000000,4.0,7700,Baixo Padrao
7771300125,20150408T000000,3.0,14052,Baixo Padrao
3422059208,20150511T000000,3.0,64904,Baixo Padrao
9521101455,20140723T000000,2.0,3864,Alto Padrao
4337000335,20141122T000000,4.0,8775,Baixo Padrao
325059286,20140513T000000,5.0,7119,Alto Padrao
2597650240,20141023T000000,3.0,16200,Baixo Padrao
3353400435,20140721T000000,3.0,11204,Baixo Padrao
7972000240,20150202T000000,3.0,10248,Baixo Padrao
7520000520,20140905T000000,2.0,12092,Baixo Padrao
7520000520,20150311T000000,2.0,12092,Baixo Padrao
3530210260,20141027T000000,3.0,45004,Baixo Padrao
1959700550,20140905T000000,4.0,4400,Alto Padrao
1665400045,20150428T000000,3.0,7636,Baixo Padrao
9542850320,20140725T000000,3.0,10289,Alto Padrao
3179100060,20140916T000000,4.0,6750,Alto Padrao
2946001550,20150416T000000,6.0,11180,Baixo Padrao
8078490390,20140729T000000,3.0,10530,Baixo Padrao
9550201550,20150408T000000,2.0,5000,Alto Padrao
191100045,20140703T000000,4.0,9525,Alto Padrao
5009600070,20141007T000000,4.0,5238,Baixo Padrao
200350070,20140602T000000,3.0,5569,Alto Padrao
2877103726,20140722T000000,4.0,3500,Alto Padrao
405100295,20140826T000000,3.0,8250,Baixo Padrao
4268200055,20150501T000000,3.0,11547,Baixo Padrao
3126069068,20150424T000000,4.0,43995,Baixo Padrao
1115300070,20141106T000000,4.0,8414,Alto Padrao
6414100671,20140909T000000,3.0,6840,Baixo Padrao
7004200060,20141017T000000,4.0,20000,Baixo Padrao
7852110140,20140718T000000,4.0,5823,Alto Padrao
3969300030,20140723T000000,4.0,7134,Baixo Padrao
3969300030,20141229T000000,4.0,7134,Baixo Padrao
4048400070,20141205T000000,2.0,32633,Baixo Padrao
808000070,20141021T000000,3.0,13464,Baixo Padrao
7374200030,20150416T000000,4.0,7690,Baixo Padrao
7325600160,20140604T000000,1.0,12120,Baixo Padrao
2757000030,20140922T000000,4.0,10460,Alto Padrao
616000140,20150126T000000,3.0,14400,Baixo Padrao
3363900111,20141203T000000,2.0,3120,Baixo Padrao
9262800171,20150324T000000,4.0,19800,Baixo Padrao
6607000126,20140604T000000,4.0,7475,Baixo Padrao
5416510830,20140806T000000,4.0,4862,Baixo Padrao
2201500030,20141006T000000,4.0,9600,Baixo Padrao
325059171,20140505T000000,3.0,77972,Alto Padrao
952003285,20140805T000000,3.0,5750,Alto Padrao
3211290370,20140605T000000,3.0,29970,Baixo Padrao
1072010350,20140828T000000,5.0,11340,Baixo Padrao
8856950070,20141210T000000,4.0,7912,Baixo Padrao
925059078,20140819T000000,3.0,5608,Alto Padrao
7855801090,20140917T000000,5.0,9570,Alto Padrao
723099065,20150130T000000,3.0,40438,Baixo Padrao
6116500075,20150326T000000,4.0,10400,Alto Padrao
1118500030,20141001T000000,4.0,15420,Alto Padrao
424069250,20150423T000000,4.0,69415,Alto Padrao
3291800710,20141120T000000,4.0,7500,Baixo Padrao
6838700060,20141204T000000,3.0,7222,Baixo Padrao
2231500030,20141001T000000,4.0,10754,Baixo Padrao
2231500030,20150324T000000,4.0,10754,Baixo Padrao
7683900200,20141223T000000,5.0,9914,Baixo Padrao
8155830060,20140811T000000,3.0,7562,Baixo Padrao
98020310,20140520T000000,4.0,7331,Alto Padrao
9423400140,20140609T000000,3.0,13500,Baixo Padrao
1545804860,20141027T000000,3.0,7750,Baixo Padrao
2883200160,20150429T000000,4.0,2849,Alto Padrao
7132300695,20150421T000000,3.0,3348,Baixo Padrao
1726059053,20140916T000000,2.0,209959,Baixo Padrao
624111000,20140805T000000,3.0,14338,Alto Padrao
808300310,20150313T000000,4.0,5337,Baixo Padrao
8563040160,20150121T000000,4.0,7800,Alto Padrao
713500030,20140728T000000,5.0,14984,Alto Padrao
8651600160,20141111T000000,4.0,11585,Alto Padrao
9517200030,20140625T000000,3.0,9600,Baixo Padrao
2460700700,20140515T000000,3.0,7352,Baixo Padrao
1223039290,20140905T000000,4.0,13780,Baixo Padrao
2890100060,20140801T000000,4.0,10726,Baixo Padrao
7972600860,20141210T000000,4.0,7620,Baixo Padrao
8857320070,20140917T000000,3.0,3128,Baixo Padrao
4047200695,20140618T000000,3.0,26977,Baixo Padrao
1653500070,20140512T000000,4.0,12090,Alto Padrao
1923000030,20140728T000000,4.0,16619,Alto Padrao
3649100320,20150430T000000,2.0,10000,Baixo Padrao
7375300160,20150309T000000,5.0,8800,Baixo Padrao
5175800060,20140623T000000,4.0,25600,Baixo Padrao
1604601375,20140619T000000,3.0,3000,Baixo Padrao
2473251090,20140619T000000,4.0,8750,Baixo Padrao
9126100861,20150306T000000,3.0,2096,Alto Padrao
3420069065,20140825T000000,4.0,16980,Baixo Padrao
6021501685,20150422T000000,2.0,5000,Baixo Padrao
1151100070,20150224T000000,3.0,22357,Baixo Padrao
8856950240,20140618T000000,4.0,6753,Baixo Padrao
9385200055,20140912T000000,3.0,2000,Alto Padrao
7821200390,20140806T000000,3.0,1213,Baixo Padrao
8078520310,20150417T000000,3.0,5250,Baixo Padrao
1565950030,20150427T000000,4.0,6957,Baixo Padrao
1560930070,20140911T000000,4.0,40139,Alto Padrao
6700400140,20150318T000000,3.0,8134,Baixo Padrao
2422029094,20140716T000000,2.0,143947,Baixo Padrao
1774220160,20141104T000000,3.0,32239,Alto Padrao
1525200060,20140723T000000,3.0,7251,Alto Padrao
1678400105,20150212T000000,4.0,7480,Baixo Padrao
3426059070,20140909T000000,3.0,37461,Alto Padrao
824079032,20140626T000000,4.0,174240,Alto Padrao
2697100140,20150105T000000,4.0,9351,Baixo Padrao
8724300030,20141223T000000,3.0,5028,Baixo Padrao
8678500060,20140710T000000,5.0,171626,Alto Padrao
625049299,20141203T000000,2.0,3960,Baixo Padrao
6073200075,20140730T000000,3.0,9135,Alto Padrao
6388900710,20141219T000000,3.0,11632,Baixo Padrao
1442860160,20150107T000000,3.0,10255,Baixo Padrao
7942600310,20140717T000000,2.0,5120,Baixo Padrao
1545808560,20150403T000000,3.0,8500,Baixo Padrao
936000060,20141114T000000,5.0,27260,Baixo Padrao
9808650060,20150225T000000,3.0,15021,Alto Padrao
3754700160,20140506T000000,4.0,7680,Baixo Padrao
305500140,20150512T000000,3.0,4052,Baixo Padrao
5468750060,20141028T000000,4.0,8250,Baixo Padrao
2944010240,20140908T000000,4.0,19700,Alto Padrao
3454000060,20140722T000000,4.0,3277,Alto Padrao
646910160,20140903T000000,3.0,2138,Baixo Padrao
8564950390,20140919T000000,4.0,5280,Baixo Padrao
2268400350,20140916T000000,4.0,9627,Alto Padrao
7504101040,20140821T000000,5.0,11800,Alto Padrao
11500890,20150312T000000,3.0,8750,Alto Padrao
9528102772,20140708T000000,2.0,1372,Baixo Padrao
284000223,20140916T000000,3.0,10875,Alto Padrao
3353401710,20140923T000000,3.0,8230,Baixo Padrao
8159610030,20140722T000000,3.0,11576,Baixo Padrao
3179100435,20140715T000000,2.0,5332,Alto Padrao
822079033,20150422T000000,3.0,219978,Baixo Padrao
8857600960,20140819T000000,3.0,7980,Baixo Padrao
1774000200,20141202T000000,3.0,9102,Baixo Padrao
2024069128,20141110T000000,3.0,9816,Alto Padrao
1049010390,20150319T000000,3.0,5460,Baixo Padrao
7905370390,20141009T000000,5.0,7200,Baixo Padrao
4140090240,20141105T000000,3.0,9263,Baixo Padrao
4055700030,20150502T000000,3.0,24920,Alto Padrao
3775300030,20141231T000000,3.0,9732,Baixo Padrao
2525300030,20150222T000000,3.0,10403,Baixo Padrao
1324059104,20150421T000000,3.0,16117,Alto Padrao
2287000030,20141014T000000,3.0,9897,Alto Padrao
7702010030,20140520T000000,3.0,5802,Alto Padrao
1529200340,20150108T000000,3.0,3640,Baixo Padrao
2122039094,20141126T000000,3.0,20978,Alto Padrao
1742800030,20140612T000000,4.0,9225,Alto Padrao
1796360350,20150128T000000,3.0,8659,Baixo Padrao
6154500070,20140626T000000,4.0,7832,Alto Padrao
1843100340,20150305T000000,3.0,8491,Baixo Padrao
8944290160,20141104T000000,3.0,3413,Baixo Padrao
4166600473,20141209T000000,4.0,11250,Baixo Padrao
7282300125,20141112T000000,3.0,7000,Baixo Padrao
8658300340,20140523T000000,1.0,5050,Baixo Padrao
2419600075,20141201T000000,3.0,6360,Baixo Padrao
2621760350,20141015T000000,4.0,7324,Baixo Padrao
1723049270,20150107T000000,3.0,28025,Baixo Padrao
4123840310,20150106T000000,3.0,5192,Baixo Padrao
2172000075,20140623T000000,2.0,17600,Baixo Padrao
8651611170,20150213T000000,3.0,6161,Alto Padrao
8820902200,20141113T000000,4.0,8400,Alto Padrao
8651610890,20141014T000000,4.0,10259,Alto Padrao
1853080570,20140811T000000,4.0,6298,Alto Padrao
3629920030,20140808T000000,4.0,3006,Baixo Padrao
1604602050,20140711T000000,3.0,2527,Baixo Padrao
6844700810,20140901T000000,3.0,4590,Baixo Padrao
66000070,20150406T000000,2.0,6550,Baixo Padrao
6665800030,20140718T000000,4.0,10650,Alto Padrao
2205700350,20141104T000000,4.0,8640,Baixo Padrao
5466000030,20140603T000000,3.0,8130,Baixo Padrao
6189200125,20150325T000000,3.0,9773,Alto Padrao
9169600135,20141027T000000,3.0,6000,Baixo Padrao
2625069070,20150410T000000,4.0,181319,Alto Padrao
8732131090,20150428T000000,4.0,7725,Baixo Padrao
9286000240,20140711T000000,6.0,11793,Alto Padrao
1895000260,20140721T000000,2.0,5000,Baixo Padrao
8691370400,20141216T000000,4.0,7302,Alto Padrao
5423010350,20150210T000000,5.0,9500,Alto Padrao
8562501040,20141120T000000,4.0,7350,Baixo Padrao
2475200140,20150205T000000,3.0,5036,Baixo Padrao
7942100310,20150127T000000,3.0,11230,Baixo Padrao
3760000030,20141030T000000,5.0,14062,Alto Padrao
1727500340,20140614T000000,3.0,6710,Baixo Padrao
9828702519,20140512T000000,2.0,1391,Baixo Padrao
4432600075,20150128T000000,4.0,4140,Alto Padrao
7806300030,20140917T000000,3.0,19635,Baixo Padrao
9274202270,20140818T000000,2.0,5750,Alto Padrao
7852030960,20141106T000000,3.0,4500,Baixo Padrao
7852170140,20150510T000000,4.0,5438,Alto Padrao
7518503335,20140519T000000,2.0,3825,Baixo Padrao
5467900070,20140502T000000,3.0,11947,Baixo Padrao
1245002952,20141015T000000,4.0,7800,Alto Padrao
8906200070,20150210T000000,3.0,11610,Baixo Padrao
5379805885,20140521T000000,2.0,7200,Baixo Padrao
